,INTERVAL_DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
24,2021-01-22 17:35:00,50.53393,22.41571,12.36,9.5,7.73,0.88,0.05,2.65,1.03
24,2021-01-22 17:40:00,48.85873,15.0,12.61,9.5,7.79,0.9,0.5,6.73,1.79
24,2021-01-22 17:45:00,55.40317,18.5,11.85,13.73,8.49,0.9,0.5,4.95,1.03
24,2021-01-22 17:50:00,59.13342,18.5,10.56667,16.68,8.49,0.9,0.2,4.5,1.0
24,2021-01-22 17:55:00,59.74295,13.5,9.25,16.97853,8.49,0.9,0.03,1.03,0.2
24,2021-01-22 18:00:00,59.76224,18.5,9.25,16.62,8.49,0.9,0.05,3.81,0.43
24,2021-01-22 18:05:00,60.04173,21.57705,10.83167,18.10705,8.49,0.9,0.5,4.5,0.79
24,2021-01-22 18:10:00,60.44,20.66886,11.0,17.19886,8.49,0.9,0.2,1.03,0.42
24,2021-01-22 18:15:00,61.0,15.0,14.73,17.15581,8.49,0.9,0.05,1.03,0.42
24,2021-01-22 18:20:00,61.23639,15.0,14.73,18.43883,8.49,0.9,0.4,1.81,0.79
24,2021-01-22 18:25:00,61.6,15.0,14.73,18.93579,8.49,0.9,0.2,1.03,0.42
24,2021-01-22 18:30:00,64.34009,23.7,14.0,20.7,8.49,0.9,0.4,1.81,0.43
24,2021-01-22 18:35:00,62.0,52.30177,11.0,36.32943,15.0,0.9,0.5,1.95,0.44
24,2021-01-22 18:40:00,106.95922,91.19952,11.0,71.30952,16.62,0.9,0.5,2.0,0.44
24,2021-01-22 18:45:00,47.46696,18.65,9.99667,14.16,4.49,0.88,0.2,1.03,0.43
24,2021-01-22 18:50:00,61.82671,25.0,9.7175,19.55829,5.01675,0.88,0.03,1.03,0.42
24,2021-01-22 18:55:00,62.0,25.20994,9.68,20.45,5.01675,0.88,0.4,1.03,0.43
24,2021-01-22 19:00:00,62.0,24.94711,9.68,20.37422,5.01675,0.9,0.4,1.03,0.43
24,2021-01-22 19:05:00,81.45986,32.46,14.0,20.7,8.49,0.9,0.4,1.03,0.43
24,2021-01-22 19:10:00,62.44743,36.80715,20.55,16.80715,8.49,0.9,0.2,1.03,0.43
24,2021-01-22 19:15:00,65.20959,39.55,20.55,20.7,8.49,0.9,0.4,1.03,0.44
24,2021-01-22 19:20:00,62.0,24.81612,14.73,15.42612,8.49,0.9,0.4,1.03,0.44
24,2021-01-22 19:25:00,61.0,36.01715,11.0,16.32374,8.49,0.9,0.4,1.03,0.79
24,2021-01-22 19:30:00,61.0,24.47901,9.75917,15.08901,8.49,0.9,0.05,1.03,0.43
24,2021-01-22 19:35:00,62.0,29.23428,5.36,20.7,7.63428,0.9,0.05,1.03,0.42
24,2021-01-22 19:40:00,62.0,27.7,3.99,20.7,6.1,0.9,0.4,1.4,0.43
24,2021-01-22 19:45:00,61.0,25.71119,6.0,18.71119,7.0,0.9,0.05,1.03,0.2
24,2021-01-22 19:50:00,62.0,27.35729,11.0,20.35729,7.0,0.9,0.2,1.03,0.42
24,2021-01-22 19:55:00,61.0,25.9945,12.36,20.2645,5.73,0.9,0.05,1.03,0.2
24,2021-01-22 20:00:00,60.90311,25.38826,6.0,15.0,8.49,0.9,0.05,1.03,0.42
24,2021-01-22 20:05:00,60.97855,24.34253,6.0,15.85207,8.49,0.9,0.4,1.03,0.43
24,2021-01-22 20:10:00,61.0,24.96563,4.99,16.47517,8.49,0.9,0.2,1.03,0.43
24,2021-01-22 20:15:00,60.99624,21.00941,4.78366,12.51941,8.49,0.9,0.2,1.03,0.42
24,2021-01-22 20:20:00,61.0,13.73396,6.0,9.89,8.49,0.9,0.05,1.03,0.2
24,2021-01-22 20:25:00,61.0,18.5,13.95,9.55619,8.49,0.9,0.4,1.8,0.43
24,2021-01-22 20:30:00,61.0,15.0,13.95,9.5,8.49,0.9,0.2,1.03,0.44
24,2021-01-22 20:35:00,61.0,14.73,13.95,9.5,5.08,0.9,0.05,1.03,0.2
24,2021-01-22 20:40:00,58.40967,13.0,9.45,9.5,4.49,0.89,0.05,1.03,0.2
24,2021-01-22 20:45:00,47.49488,8.0,6.2475,7.73,2.78,0.88,0.03,1.03,0.2
24,2021-01-22 20:50:00,41.26329,7.13862,9.25,6.0,2.7126,0.88,0.05,1.81,0.79
24,2021-01-22 20:55:00,40.89825,7.02754,7.06917,6.98152,2.69604,0.88,0.05,1.8,0.99
